scenario,quarter_index,quarter,kpi_order,pillar,subpillar,kpi,kpi_score_p10,kpi_score_median,kpi_score_p90
rec3_only,7,2027Q3,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec3_only,7,2027Q3,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec3_only,7,2027Q3,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec3_only,7,2027Q3,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec3_only,7,2027Q3,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec3_only,7,2027Q3,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec3_only,7,2027Q3,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec3_only,7,2027Q3,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec3_only,7,2027Q3,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec3_only,7,2027Q3,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec3_only,7,2027Q3,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec3_only,7,2027Q3,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec3_only,7,2027Q3,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec3_only,7,2027Q3,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec3_only,7,2027Q3,21,Innovation,Development,Tortoise Development Score,25.78,25.78,25.837660550292526
rec3_only,7,2027Q3,22,Innovation,Development,AI Patent Grants (per 100k),0.83,0.83,0.887671889078344
rec3_only,7,2027Q3,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,15.461922373225946,15.940177969256588,16.74218651315375
rec3_only,7,2027Q3,24,Investment,Commercial Ecosystem,AI Investment Activity,3.369913812556674,3.524718339663098,3.776884263474218
rec3_only,7,2027Q3,25,Investment,Commercial Ecosystem,AI Adoption (%),8.423869111884398,8.923986301460808,9.71510684113931
rec3_only,7,2027Q3,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec3_only,8,2027Q4,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec3_only,8,2027Q4,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec3_only,8,2027Q4,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec3_only,8,2027Q4,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec3_only,8,2027Q4,5,Implementation,Talent,AI Job Postings (% of Total),28.09653625843361,28.535644005933754,29.08673208050192
rec3_only,8,2027Q4,6,Implementation,Talent,Net Migration Flow of AI Skills,49.058626656452304,49.13760599616357,49.233379539655616
rec3_only,8,2027Q4,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec3_only,8,2027Q4,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec3_only,8,2027Q4,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec3_only,8,2027Q4,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec3_only,8,2027Q4,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec3_only,8,2027Q4,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec3_only,8,2027Q4,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec3_only,8,2027Q4,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec3_only,8,2027Q4,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec3_only,8,2027Q4,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec3_only,8,2027Q4,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec3_only,8,2027Q4,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec3_only,8,2027Q4,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec3_only,8,2027Q4,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec3_only,8,2027Q4,21,Innovation,Development,Tortoise Development Score,25.827790305011863,25.83904295450931,25.918385320702058
rec3_only,8,2027Q4,22,Innovation,Development,AI Patent Grants (per 100k),0.8779092127132133,0.8891339303167327,0.9684125337880257
rec3_only,8,2027Q4,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,16.34377744803884,17.08662198098572,18.001932000579796
rec3_only,8,2027Q4,24,Investment,Commercial Ecosystem,AI Investment Activity,3.8106471698351467,4.0598524578463335,4.341059370074914
rec3_only,8,2027Q4,25,Investment,Commercial Ecosystem,AI Adoption (%),9.093503914107904,9.869633882055375,10.778000118081726
rec3_only,8,2027Q4,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec3_only,9,2028Q1,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec3_only,9,2028Q1,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec3_only,9,2028Q1,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec3_only,9,2028Q1,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec3_only,9,2028Q1,5,Implementation,Talent,AI Job Postings (% of Total),28.549266794599088,29.058161743907856,29.58071157071808
rec3_only,9,2028Q1,6,Implementation,Talent,Net Migration Flow of AI Skills,49.2115984115147,49.31320603203705,49.42258439789815
rec3_only,9,2028Q1,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec3_only,9,2028Q1,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec3_only,9,2028Q1,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec3_only,9,2028Q1,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec3_only,9,2028Q1,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec3_only,9,2028Q1,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec3_only,9,2028Q1,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec3_only,9,2028Q1,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec3_only,9,2028Q1,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec3_only,9,2028Q1,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec3_only,9,2028Q1,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec3_only,9,2028Q1,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec3_only,9,2028Q1,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec3_only,9,2028Q1,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec3_only,9,2028Q1,21,Innovation,Development,Tortoise Development Score,25.894696732028464,25.921501006474696,25.97604587099458
rec3_only,9,2028Q1,22,Innovation,Development,AI Patent Grants (per 100k),0.944982110511712,0.9717824698338988,1.02608442286637
rec3_only,9,2028Q1,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,17.362767701693496,18.23281664915195,19.15477096338702
rec3_only,9,2028Q1,24,Investment,Commercial Ecosystem,AI Investment Activity,4.316475333926184,4.704414361284208,5.147706473630389
rec3_only,9,2028Q1,25,Investment,Commercial Ecosystem,AI Adoption (%),9.931338484616965,10.851232981489503,11.716275053151767
rec3_only,9,2028Q1,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec3_only,10,2028Q2,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec3_only,10,2028Q2,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec3_only,10,2028Q2,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec3_only,10,2028Q2,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec3_only,10,2028Q2,5,Implementation,Talent,AI Job Postings (% of Total),29.036635311703133,29.50660456126055,29.95477710379024
rec3_only,10,2028Q2,6,Implementation,Talent,Net Migration Flow of AI Skills,49.38081968095218,49.51523495089958,49.67262676206704
rec3_only,10,2028Q2,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec3_only,10,2028Q2,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec3_only,10,2028Q2,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec3_only,10,2028Q2,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec3_only,10,2028Q2,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec3_only,10,2028Q2,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec3_only,10,2028Q2,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec3_only,10,2028Q2,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec3_only,10,2028Q2,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec3_only,10,2028Q2,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec3_only,10,2028Q2,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec3_only,10,2028Q2,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec3_only,10,2028Q2,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec3_only,10,2028Q2,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec3_only,10,2028Q2,21,Innovation,Development,Tortoise Development Score,25.942487037040323,25.98074604533165,26.11443119169663
rec3_only,10,2028Q2,22,Innovation,Development,AI Patent Grants (per 100k),0.9928913232249253,1.031055363076891,1.164496956654396
rec3_only,10,2028Q2,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,18.772937300783585,19.629780298136218,20.44585034128307
rec3_only,10,2028Q2,24,Investment,Commercial Ecosystem,AI Investment Activity,5.173168343513423,5.627335308786142,6.127989268661222
rec3_only,10,2028Q2,25,Investment,Commercial Ecosystem,AI Adoption (%),11.026815818301143,11.889723419848321,12.615267796140603
rec3_only,10,2028Q2,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec3_only,11,2028Q3,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec3_only,11,2028Q3,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec3_only,11,2028Q3,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec3_only,11,2028Q3,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec3_only,11,2028Q3,5,Implementation,Talent,AI Job Postings (% of Total),29.485531896745915,29.882857876191892,30.2806771726877
rec3_only,11,2028Q3,6,Implementation,Talent,Net Migration Flow of AI Skills,49.63358976553966,49.75508282542795,49.901758919660594
rec3_only,11,2028Q3,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec3_only,11,2028Q3,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec3_only,11,2028Q3,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec3_only,11,2028Q3,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec3_only,11,2028Q3,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec3_only,11,2028Q3,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec3_only,11,2028Q3,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec3_only,11,2028Q3,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec3_only,11,2028Q3,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec3_only,11,2028Q3,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec3_only,11,2028Q3,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec3_only,11,2028Q3,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec3_only,11,2028Q3,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec3_only,11,2028Q3,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec3_only,11,2028Q3,21,Innovation,Development,Tortoise Development Score,26.057131591695548,26.116880305604152,26.187005523984848
rec3_only,11,2028Q3,22,Innovation,Development,AI Patent Grants (per 100k),1.107822046406021,1.1667157120231209,1.23750947936445
rec3_only,11,2028Q3,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,19.838552121857663,20.56939408745724,21.31740216336678
rec3_only,11,2028Q3,24,Investment,Commercial Ecosystem,AI Investment Activity,5.931859940290495,6.388070597523224,6.905693803290184
rec3_only,11,2028Q3,25,Investment,Commercial Ecosystem,AI Adoption (%),11.890752911364789,12.575677462671598,13.217736224460221
rec3_only,11,2028Q3,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec3_only,12,2028Q4,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec3_only,12,2028Q4,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec3_only,12,2028Q4,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec3_only,12,2028Q4,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec3_only,12,2028Q4,5,Implementation,Talent,AI Job Postings (% of Total),29.73480031969529,30.09594189791881,30.472412514342572
rec3_only,12,2028Q4,6,Implementation,Talent,Net Migration Flow of AI Skills,49.8007803111223,49.93131447689781,50.08440282390196
rec3_only,12,2028Q4,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec3_only,12,2028Q4,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec3_only,12,2028Q4,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec3_only,12,2028Q4,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec3_only,12,2028Q4,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec3_only,12,2028Q4,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec3_only,12,2028Q4,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec3_only,12,2028Q4,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec3_only,12,2028Q4,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec3_only,12,2028Q4,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec3_only,12,2028Q4,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec3_only,12,2028Q4,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec3_only,12,2028Q4,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec3_only,12,2028Q4,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec3_only,12,2028Q4,21,Innovation,Development,Tortoise Development Score,26.113166697796967,26.18871386526975,26.30223984122085
rec3_only,12,2028Q4,22,Innovation,Development,AI Patent Grants (per 100k),1.1639956543435444,1.2388691640499765,1.3523425382238594
rec3_only,12,2028Q4,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,20.766039525258638,21.48752628495466,22.21052035347031
rec3_only,12,2028Q4,24,Investment,Commercial Ecosystem,AI Investment Activity,6.6805182754446175,7.1655935050085136,7.6657767097171945
rec3_only,12,2028Q4,25,Investment,Commercial Ecosystem,AI Adoption (%),12.525587870405165,13.151968349144187,13.749293141040315
rec3_only,12,2028Q4,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec3_only,13,2029Q1,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec3_only,13,2029Q1,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec3_only,13,2029Q1,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec3_only,13,2029Q1,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec3_only,13,2029Q1,5,Implementation,Talent,AI Job Postings (% of Total),29.89608391552428,30.253207194687377,30.620637189624933
rec3_only,13,2029Q1,6,Implementation,Talent,Net Migration Flow of AI Skills,49.96166981237529,50.093183004410534,50.228185350386084
rec3_only,13,2029Q1,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
rec3_only,13,2029Q1,8,Implementation,Infrastructure,Compute Hardware Index,3.61,3.61,3.61
rec3_only,13,2029Q1,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,0.29,0.29,0.29
rec3_only,13,2029Q1,10,Implementation,Infrastructure,Internet Speed,7.61,7.61,7.61
rec3_only,13,2029Q1,11,Implementation,Infrastructure,Energy Resilience Score,86.16,86.16,86.16
rec3_only,13,2029Q1,12,Implementation,Operating Environment,Tortoise Operating Environment Score,93.94,93.94,93.94
rec3_only,13,2029Q1,13,Implementation,Operating Environment,AI Social Media Sentiment,15.56,15.56,15.56
rec3_only,13,2029Q1,14,Implementation,Operating Environment,Conference Submissions on RAI Topics,8.3,8.3,8.3
rec3_only,13,2029Q1,15,Implementation,Operating Environment,Open Data Score,92.86,92.86,92.86
rec3_only,13,2029Q1,16,Innovation,Research,Tortoise Research Score,30.67,30.67,30.67
rec3_only,13,2029Q1,17,Innovation,Research,AI Publications (Total),34.73,34.73,34.73
rec3_only,13,2029Q1,18,Innovation,Research,AI Citations (% of World Total),10.72,10.72,10.72
rec3_only,13,2029Q1,19,Innovation,Research,Notable AI Models,2.5,2.5,2.5
rec3_only,13,2029Q1,20,Innovation,Research,Academia-Industry Concentration,100.0,100.0,100.0
rec3_only,13,2029Q1,21,Innovation,Development,Tortoise Development Score,26.21061000802823,26.298217143374597,26.390512051912115
rec3_only,13,2029Q1,22,Innovation,Development,AI Patent Grants (per 100k),1.2615628091525677,1.3484659584980705,1.4412516422570771
rec3_only,13,2029Q1,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,21.272145987411776,21.969853115399154,22.68511651875678
rec3_only,13,2029Q1,24,Investment,Commercial Ecosystem,AI Investment Activity,7.14722872039199,7.6138526598102825,8.085247513674345
rec3_only,13,2029Q1,25,Investment,Commercial Ecosystem,AI Adoption (%),12.846343092837188,13.435476833971833,14.019929564958957
rec3_only,13,2029Q1,26,Investment,Government Strategy,Tortoise Government Strategy Score,100.0,100.0,100.0
rec3_only,14,2029Q2,1,Implementation,Talent,Tortoise Talent Score,31.28,31.28,31.28
rec3_only,14,2029Q2,2,Implementation,Talent,Relative AI Skill Penetration,38.99,38.99,38.99
rec3_only,14,2029Q2,3,Implementation,Talent,AI Hiring Rate YoY Ratio,73.73,73.73,73.73
rec3_only,14,2029Q2,4,Implementation,Talent,AI Talent Concentration,35.58,35.58,35.58
rec3_only,14,2029Q2,5,Implementation,Talent,AI Job Postings (% of Total),29.957388632624212,30.316753202328176,30.683012716820606
rec3_only,14,2029Q2,6,Implementation,Talent,Net Migration Flow of AI Skills,50.03042768631456,50.164735062833905,50.30255521401723
rec3_only,14,2029Q2,7,Implementation,Infrastructure,Tortoise Infrastructure Score,77.05,77.05,77.05
